split,video_path,reference,prediction,is_correct,reference_length,prediction_length
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (7).MP4,i am hungry,i am hungry,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\he is on the way (2).mp4,he is on the way,i am he way,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (3).MP4,how can i trust you,how can you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\do not hurt me.mp4,do not hurt me,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (4).MP4,i got hurt,i am hurt me,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (3).MP4,what do you want to become,i am angry,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed.MP4,why are you disappointed,why are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (4).MP4,it does not make any difference to me,how do you,False,8,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (1).MP4,what do you think,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (5).MP4,thank you so much,thank you thank you thank,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave.MP4,when will the train leave,why are you angry,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (5).MP4,what do you do,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (3).MP4,now onwards he will never hurt you,i am not hurt him,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (2).MP4,why are you angry,why are you angry,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (2).MP4,i am not really sure,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (3).MP4,i am very happy,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour.MP4,pour some more water into the glass,i am like the room,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (4).MP4,i am not really sure,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he came by train\train (3).MP4,he came by train,he train train train train,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (2).MP4,i am so sorry to hear that,i am sorry to sorry,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6504.MP4,i was stopped by some one,what are you angry,False,6,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (4).MP4,thank you so much,thank you thank you thank,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (7).MP4,how old are you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (2).MP4,you are good,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6853.MP4,it was nice chatting with you,i am nice with you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\i am in dilemma what to do (2).mp4,i am in dilemma what to do,how do you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (5).MP4,i am feeling bored,i am i i i i i i i i i i i trust the class,False,4,16
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do you need something\something.MP4,do you need something,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (7).mp4,thank you so much,what are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (2).MP4,now onwards he will never hurt you,how will you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (5).MP4,hi how are you,hi are you thank you,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\how can i trust you.mp4,how can i trust you,i am tired,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6545.MP4,i can not help you there,how can you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (5).MP4,how can i help you,how can help you,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\i can not help you there (2).mp4,i can not help you there,how can you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (3).MP4,i am crying,i am hungry,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6505.MP4,i like you i love you,i am like you i love you,False,6,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\why are you crying (2).mp4,why are you crying,why are you crying,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6107.MP4,it was nice chatting with you,i am nice with you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\i do not agree.mp4,i do not agree,i am bad,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (5).MP4,what do you think,what are you think,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\i am so sorry to hear that.mp4,i am so sorry to hear that,i am angry,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (3).MP4,speak softly,i am happy,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (3).MP4,he she is my friend,what are you love,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (4).MP4,try to understand,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (5).MP4,what is your phone number,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (4).MP4,i am suffering from fever,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (2).MP4,he would be coming today,i am bored,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\i am not really sure.mp4,i am not really sure,i am me,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate.MP4,i do not like it,i am like it,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (1).mp4,how old are you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (7).mp4,nice to meet you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\me angry (5).MP4,do not make me angry,i am angry,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (2).MP4,it does not make any difference to me,how does you,False,8,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\she is my friend.mp4,he she is my friend,what is you friend,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve the food.mp4,serve the food,i am like it,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\try to understand.mp4,try to understand,i am help you,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (3).MP4,i do not mean it,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (4).MP4,he she is my friend,what are you hurt you,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (4).MP4,congratulations,congratulations,True,1,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care of yourself.mp4,take care of yourself,take the bed,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (7).MP4,i really appreciate it,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (5).MP4,you are welcome,congratulations,False,3,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve the food (2).mp4,serve the food,i am not not very you today,False,3,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room (3).MP4,He is going into the room,He is going into the room,True,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (3).MP4,i am afraid of that,what are you fear,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\prepare the bed.mp4,prepare the bed,prepare the bed,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\i am fine. thank you sir (2).mp4,i am fine. thank you sir,i am crying,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he came by train\train (4).MP4,he came by train,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (6).mp4,help me,i am happy,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (3).MP4,wear the shirt,i am a like it,False,3,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry.MP4,why are you angry,why are you angry,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (5).MP4,how dare you,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (5).MP4,bring water for me,i am good,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (2).mp4,i am crying,i am crying,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour some more water into the glass (2).mp4,pour some more water into the glass,i am very very into the room,False,7,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time.MP4,let him take time,i am help me,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not worry\worry (4).MP4,do not worry,do not worry,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (5).MP4,why are you disappointed,why are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (2).mp4,hi how are you,hi do not not not angry,False,4,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\you are good (2).mp4,you are good,what are you good,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\love.MP4,i like you i love you,i am good,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do me a favour\do me a favour.mp4,do me a favour,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (6).MP4,i am hungry,i am hungry,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (7).mp4,what are you doing,what are you doing,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\i was stopped by someone.mp4,i was stopped by some one,i am not stopped with you,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt me (2).MP4,do not hurt me,i am hungry,False,4,3
train,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\dont care.MP4","you do anything, i do not care",how do you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6106.MP4,that is so kind of you,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (2).MP4,i am feeling cold,i am bad,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (2).MP4,i am (age),i am happy,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy.MP4,i enjoyed a lot,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (7).MP4,could you please talk slower,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (5).MP4,i promise,how are you,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\i am afraid of that (2).mp4,i am afraid of that,i am angry,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you hiding something\MVI_6209.MP4,are you hiding something,i am not hurt you of you,False,4,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do.MP4,you can do it,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (3).MP4,how dare you,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (5).MP4,prepare the bed,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (4).MP4,why are you angry,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room (2).MP4,He is going into the room,he is going into the room,True,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6104.MP4,i am really grateful,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (3).MP4,shall we go outside,he is not not not not not going,False,4,8
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\i am suffering from fever.mp4,i am suffering from fever,i am bad,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\do not take it to the heart.mp4,do not take it to the heart,i am fear,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you hiding something\MVI_6817.MP4,are you hiding something,i am not need him,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (4).MP4,i am (age),i am good,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\do not take it to the heart (2).mp4,do not take it to the heart,i am feeling tired,False,7,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\do not make me angry (2).mp4,do not make me angry,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (1).MP4,nice to meet you,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (4).MP4,wear the shirt,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (6).mp4,my name is xxxxxxxx,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside.MP4,shall we go outside,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (3).MP4,could you please talk slower,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\now onwards he will never hurt you.mp4,now onwards he will never hurt you,i am not hurt you day,False,7,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy.MP4,i am very happy,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (4).MP4,how can i help you,i am not really not really tired,False,5,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 6.MP4,i need water,i am crying,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (7).MP4,how can i help you,i am help you,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (4).MP4,he would be coming today,where are you room,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\can i help you (2).mp4,can i help you,i am help you,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (4).MP4,what you want,thank you thank you thank,False,3,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\shall we go outside (2).mp4,shall we go outside,i am not not not not not not be you class,False,4,11
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\stubborn.MP4,do not be stubborn,why are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (4).MP4,take care of yourself,what do you do,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (1).MP4,what are you doing,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (6).mp4,bring water for me,what are you want,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (2).MP4,i am sitting in the class,i am sitting sitting,False,6,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\do not hurt me (2).mp4,do not hurt me,i am hurt me,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what have you planned for your career\what have you planned for your career.mp4,what have you planned for your career,i am chatting with you,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (2).MP4,you are welcome,congratulations,False,3,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\wear the shirt.mp4,wear the shirt,wear the shirt,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (3).MP4,i am so sorry to hear that,what are you do,False,7,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid.MP4,i am afraid of that,i am sorry to sorry,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (5).MP4,i am sitting in the class,i am sitting in you class,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (5).MP4,now onwards he will never hurt you,how are you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt.MP4,do not hurt me,i am hurt me,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\he is going into the room.mp4,He is going into the room,i am need the room,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not abuse him\abuse (4).MP4,do not abuse him,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (4).MP4,hi how are you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (4).MP4,let him take time,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\can i help you.mp4,can i help you,can help you help you,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\MVI_6495.MP4,what happened,what are you angry,False,2,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\prepare the bed (2).mp4,prepare the bed,i am he today,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (6).MP4,nice to meet you,i am good,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\help (4).MP4,can i help you,i am me,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6208.MP4,we are all with you,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (3).MP4,which collegeschool are you from,why are you angry,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (4).MP4,i am in dilemma what to do,how do you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (5).MP4,i got hurt,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6207.MP4,i like you i love you,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college (2).MP4,which collegeschool are you from,i am bored,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do you need something\need something.MP4,do you need something,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (4).MP4,i am very happy,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (4).MP4,he is on the way,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room.MP4,He is going into the room,He are the room,False,6,4
